AllAuthors;FirstName1stAuthor;Gender;Place;Year;NumberOfAuthors;Title;Conference;FirstName2ndAuthor;Gender2;FirstName3rdAuthor;Gender3;FirstName4thAuthor;Gender4;FirstName5thAuthor;Gender5;FirstName6thAuthor;Gender6;FirstName7thAuthor;Gender7;FirstName8thAuthor;Gender8;FirstName9thAuthor;Gender9;FirstName10thAuthor;Gender10;FirstName11thAuthor;Gender11;FirstName12thAuthor;Gender12;FirstName13thAuthor;Gender13;FirstName14thAuthor;Gender14;FirstName15thAuthor;Gender15;FirstName16thAuthor;Gender16;FirstName17thAuthor;Gender17;Probability1;Probability2;Probability3;Probability4;Probability5;Probability6;Probability7;Probability8;Probability9;Probability10;Probability11;Probability12;Probability13;Probability14;Probability15;Probability16;Probability17
['Nolan Lem'];Nolan;male;Italy;2020;1;#157. Menagerie: exploring the audio-visual rhythms of violence through data, gun triggers, and swarms;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;;;;;;;;;;;;;;;;
['Olivier Lartillot', ' Carlos Cancino-Chacón ', ' Charles Brazier'];Olivier;male;Italy;2020;3;#165. Real-time visualisation of fugue played by a string quartet;SMC;Carlos;male;Charles;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;;;;;;;;;;;;;;
['Georgios Varoutsos'];Georgios;male;Italy;2020;1;#166. Peace Wall Belfast: Spatial audio representation of Divided Spaces and soundwalks;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Marco Tiraboschi', ' Federico Avanzini ', ' Stavros Ntalampiras'];Marco;male;Italy;2020;3;#167. Spectral analysis for modal parameters linear estimate;SMC;Federico;male;Stavros;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;;;;;;;;;;;;;;
['Yudong Zhao', ' György Fazekas ', ' Mark Sandler'];Yudong;male;Italy;2020;3;#168. Identifying master violinists using note-level audio features;SMC;György;male;Mark;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;0.98;0.99;;;;;;;;;;;;;;
['Matteo Amadio ', ' Alberto Novello'];Matteo;male;Italy;2020;2;#169. Digitally enhanced drums: An approach to rhythmic improvisation;SMC;Alberto;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;;;;;;;;;;;;;;;
['Simon Borst Tyroll', ' Daniel Overholt ', ' Georgios Palamas'];Simon;male;Italy;2020;3;#170. AVAI: A tool for expressive music visualization based on autoencoders and constant Q transformation;SMC;Daniel;male;Georgios;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.99;;;;;;;;;;;;;;
['Daniele Ghisi ', ' Andrea Agostini'];Daniele;male;Italy;2020;2;#171. A compendium of bach's shortcomings as it turns ten (along with a few ideas on how to overcome them);SMC;Andrea;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95;0.62;;;;;;;;;;;;;;;
['Matteo Marson ', ' Andrea Agostini'];Matteo;male;Italy;2020;2;#173. ET systems: A high-level approach to additive synthesis control;SMC;Andrea;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.62;;;;;;;;;;;;;;;
['Adrian B. Latupeirissa', ' Claudio Panariello ', ' Roberto Bresin'];Adrian;male;Italy;2020;3;#174. Exploring emotion perception in sonic HRI;SMC;Claudio;male;Roberto;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;;;;;;;;;;;;;;
['Laura Bishop ', ' Alexander Refsum Jensenius'];Laura;female;Italy;2020;2;#181. Reliability of two IR motion capture systems in a music performance setting;SMC;Alexander;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;;;;;;;;;;;;;;;
['Luca Marinelli', ' Athanasios Lykartsis', ' Charalampos Saitis ', ' Stefan Weinzierl'];Luca;male;Italy;2020;4;#186. Musical dynamics classification with CNN and modulation spectra;SMC;Athanasios;male;Charalampos;male;Stefan;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96;0.99;0.99;0.98;;;;;;;;;;;;;
['Beate Ruth Kutschke ', ' Tobias Bachmann'];Beate;female;Italy;2020;2;#189. Historiography of the form of symbolic music through a computer-assisted analysis;SMC;Tobias;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98;1.0;;;;;;;;;;;;;;;
['Niccolò Pretto', ' Alessandro Russo', ' Federica Bressan', ' Valentina Burini', ' Antonio Rodà ', ' Sergio Canazza'];Niccolò;male;Italy;2020;6;#209. Active preservation of analogue audio documents: A summary of the last seven years of digitization at CSC;SMC;Alessandro;male;Federica;female;Valentina;female;Antonio;male;Sergio;male;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;0.99;0.99;0.99;;;;;;;;;;;
['Minz Won', ' Andres Ferraro', ' Dmitry Bogdanov ', ' Xavier\xa0Serra'];Minz;male;Italy;2020;4;#210. Evaluation of CNN-based automatic music tagging models;SMC;Andres;male;Dmitry;male;Xavier;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72;0.98;1.0;0.99;;;;;;;;;;;;;
['Oliver Bown', ' Angelo Fraietta', ' Sam Ferguson ', ' Deborah Turnbull Tillman'];Oliver;male;Italy;2020;4;#218. Rapid composition for a multi-device networked music platform;SMC;Angelo;male;Sam;male;Deborah;female;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.81;0.99;;;;;;;;;;;;;
['Argan Verrier', ' Vincent Goudard', ' Elim Hong ', ' Hugues Genevois'];Argan;male;Italy;2020;4;#220. Interactive software for the sonification of neuronal activity;SMC;Vincent;male;Elim;female;Hugues;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.87;0.99;0.6;0.98;;;;;;;;;;;;;
['Jonathan Bell'];Jonathan;male;Italy;2020;1;#222. Improvements in bach 0.8.1, a user's perspective;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Alexander Carôt', ' Mischa Dohler', ' Simon Saunders', ' Frank Sardis', ' Richard Cornock ', ' Navdeep Uniyal'];Alexander;male;Italy;2020;6;#230. The world's first interactive 5G music concert: Professional quality networked music over a commodity network infrastructure;SMC;Mischa;male;Simon;male;Frank;male;Richard;male;Navdeep;male;;;;;;;;;;;;;;;;;;;;;;;0.99;0.74;0.98;0.99;0.99;0.92;;;;;;;;;;;
['Davide Andrea Mauro', ' Federico Avanzini', ' Adriano Baratè', ' Luca Andrea Ludovico', ' Stavros Ntalampiras', ' Smilen Dimitrov ', ' Stefania Serafin'];Davide;male;Italy;2020;7;#40. Sixteen years of Sound and Music Computing: A look into the history and trends of the Conference and Community;SMC;Federico;male;Adriano;male;Luca;male;Stavros;male;Smilen;male;Stefania;female;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;0.96;0.99;1.0;0.99;;;;;;;;;;
['Roberto Bresin', ' Sandra Pauletto', ' Jarmo Laaksolahti ', ' Erik Gandini'];Roberto;male;Italy;2020;4;#43. Looking for the soundscape of the future: preliminary results applying the design fiction method;SMC;Sandra;female;Jarmo;male;Erik;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;0.99;0.99;;;;;;;;;;;;;
['Silvin Willemsen', ' Anca-Simona Horvath ', ' Mauro Nascimben'];Silvin;male;Italy;2020;3;#44. DigiDrum - A haptic-based virtual reality musical instrument and a case study;SMC;Anca-Simona;female;Mauro;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;1.0;0.99;;;;;;;;;;;;;;
['Daniel Mayer'];Daniel;male;Italy;2020;1;#53. Fb1 – An interface for single sample feedback and feedforward in SuperCollider;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Hans Lindetorp ', ' Kjetil Falkenberg'];Hans;male;Italy;2020;2;#54. WebAudioXML: Proposing a new standard for structuring web audio;SMC;Kjetil;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.97;0.99;;;;;;;;;;;;;;;
['Nicolas Castagné ', ' Annie Luciani'];Nicolas;male;Italy;2020;2;#55. The Physics Network Scripting Language to design masses-interactions physical models for arts;SMC;Annie;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.98;;;;;;;;;;;;;;;
['Emma Frid ', ' Hans Lindetorp'];Emma;female;Italy;2020;2;#57. Haptic music - Exploring whole-body vibrations and tactile sound for a multisensory music installation;SMC;Hans;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;0.97;;;;;;;;;;;;;;;
['Giacomo Lepri'];Giacomo;male;Italy;2020;1;#59. Sonification as negotiation - Learning from translation studies;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;;;;;;;;;;
['Giovanni Capizzi', ' Davide Rocchesso ', ' Stefano Baldan'];Giovanni;male;Italy;2020;3;#60. Streams as Seams: Carving trajectories out of the time-frequency matrix;SMC;Davide;male;Stefano;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;;;;;;;;;;;;;;
['Rares Stefan Alecu', ' Stefania Serafin', ' Silvin Willemsen', ' Emanuele Parravicini ', ' Stefano Lucato'];Rares;male;Italy;2020;5;#63. Embouchure interaction model for brass instruments;SMC;Stefania;female;Silvin;male;Emanuele;male;Stefano;male;;;;;;;;;;;;;;;;;;;;;;;;;0.98;0.99;0.82;0.99;0.99;;;;;;;;;;;;
['Çagri Erdem', ' Qichao Lan', ' Julian Fuhrer', ' Charles Martin', ' Jim Tørresen ', ' Alexander Refsum Jensenius'];Çagri;male;Italy;2020;6;#67. Towards playing in the 'air': Modeling motion-sound energy relationships in electric guitar performance using deep neural networks;SMC;Qichao;male;Julian;male;Charles;male;Jim;male;Alexander;male;;;;;;;;;;;;;;;;;;;;;;;0.0;0.88;0.98;0.99;0.98;0.99;;;;;;;;;;;
['Romain Michon', ' Daniel Overholt', ' Stéphane Letz', ' Yann Orlarey', ' Dominique Fober ', ' Catinca Dumitrascu'];Romain;male;Italy;2020;6;#74. A Faust architecture for the ESP32 microcontroller;SMC;Daniel;male;Stéphane;male;Yann;male;Dominique;male;Catinca;female;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;0.99;0.98;0.57;0.92;;;;;;;;;;;
['Masatoshi Hamanaka', ' Yui Isono', ' Keiji Hirata ', ' Satoshi Tojo'];Masatoshi;male;Italy;2020;4;#75. Web-based time-span tree editor and analysis database;SMC;Yui;female;Keiji;male;Satoshi;male;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.83;0.99;1.0;;;;;;;;;;;;;
['Adrián Barahona-Ríos ', ' Sandra Pauletto'];Adrián;male;Italy;2020;2;#83. Synthesising knocking sound effects using conditional WaveGAN;SMC;Sandra;female;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.98;;;;;;;;;;;;;;;
['Tsubasa Tanaka'];Tsubasa;male;Italy;2020;1;"#86. Motif set assignment problem in the compositional process of ""Musical Rally""";SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;
['Hiroyuki Yamamoto', ' Yui Uehara ', ' Satoshi Tojo'];Hiroyuki;male;Italy;2020;3;#87. Jazz harmony analysis with epsilon-transition and cadential shortcut;SMC;Yui;female;Satoshi;male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.83;1.0;;;;;;;;;;;;;;
['Sven-Amin Lembke'];Sven-Amin;male;Italy;2020;1;#93. Matching uni-directional auditory gestures to visual trajectories of varying curvature;SMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
['Malcolm Houel', ' Abhilash Arun', ' Alfred Berg', ' Alessandro Iop', ' Adrián Barahona-Ríos ', ' Sandra Pauletto'];Malcolm;male;Italy;2020;6;#95. Perception of emotions in knocking sounds: An evaluation study;SMC;Abhilash;male;Alfred;male;Alessandro;male;Adrián;male;Sandra;female;;;;;;;;;;;;;;;;;;;;;;;0.99;1.0;0.98;0.99;0.0;0.98;;;;;;;;;;;
['Silvin Willemsen', ' Stefania Serafin', ' Stefan Bilbao ', ' Michele Ducceschi'];Silvin;male;Italy;2020;4;#97. Real-time implementation of a physical model of the tromba marina;SMC;Stefania;female;Stefan;male;Michele;male;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;0.99;0.98;0.86;;;;;;;;;;;;;
['Marius George Onofrei', ' Riccardo Miccini', ' Runar Unnthorsson', ' Stefania Serafin ', ' Simone Spagnol'];Marius;male;Italy;2020;5;#99. 3D ear shape as an estimator of HRTF notch frequency;SMC;Riccardo;male;Runar;male;Stefania;female;Simone;male;;;;;;;;;;;;;;;;;;;;;;;;;0.99;0.99;1.0;0.99;0.75;;;;;;;;;;;;
