FirstName1stAuthor,Gender,Gender2,Gender3,Gender4,Gender5,Gender6,Country,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,FirstName3rdAuthor,FirstName4thAuthor,FirstName5thAuthor,FirstName6thAuthor
Mark,1,1,1,1,0,0,"Pittsburgh,PA,UnitedStates",2009,4,AnElectroacousticallyControlledVibratingPlate,NIME,David,Stefan,Murray,,
Ryo,1,4,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Mims:InteractiveMultimediaLivePerformanceSystem,NIME,Mitsuyo,Haruhiro,,,
Jaroslaw,1,2,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,InterfacingGraphicandMusicalElementsinCounterlines,NIME,Javier,,,,
Sarah,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,ControllingLiveGenerativeElectronicMusicwithDeviate,NIME,,,,,
Greg,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AFlexibleMappingEditorforMulti-touchMusicalInstruments,NIME,Alain,,,,
Chris,2,1,4,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Phalanger:ControllingMusicSoftwareWithHandMovementUsingAComputerVisionandMachineLearningApproach,NIME,Nick,Geraldine,,,
Jonathon,1,2,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,TheArgusProject:UnderwaterSoundscapeCompositionwithLaser-ControlledModulation,NIME,Lee,,,,
Otso,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,AugmentingChordophoneswithHybridPercussiveSoundPossibilities,NIME,,,,,
Chi-Hsia,0,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,HandsOnStage:ASoundandImagePerformanceInterface,NIME,,,,,
Tomas,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,YARMI:anAugmentedRealityMusicalInstrument,NIME,Ernesto,Juan,,,
Hans,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,"TheElectrumpet,aHybridElectro-AcousticInstrument",NIME,,,,,
Colby,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Afflux/Reflux,NIME,,,,,
Colby,1,1,1,1,1,0,"Pittsburgh,PA,UnitedStates",2009,5,TheelBoandfootPad:TowardPersonalizedHardwareforAudioManipulation,NIME,Doug,Daniel,Michael,Reid,
David,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,AnigraphicalEtude9,NIME,,,,,
Eric,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,BiomuseTrio,NIME,Benjamin,Gascia,,,
Alexander,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,UtilizingTactileFeedbacktoGuideMovementsBetweenSounds,NIME,Georg,,,,
Yotam,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,"TheTactus:aTangible,RhythmicGridInterfaceUsingFound-Objects",NIME,Jeff,Adrian,,,
Kyle,3,1,1,1,4,0,"Pittsburgh,PA,UnitedStates",2009,5,TheVibrobyte:AHapticInterfaceforCo-LocatedPerformance,NIME,Dane,Curtis,Jonas,Pauline,
Alex,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,"Words,MovementandTimbre",NIME,Geraint,,,,
Hye,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,SORISU:SoundwithNumbers,NIME,,,,,
Chikashi,2,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,AngrySparrow,NIME,,,,,
Yoichi,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,"ParallelProcessingSystemDesignwith""Propeller""Processor",NIME,,,,,
Teresa,4,1,1,2,0,0,"Pittsburgh,PA,UnitedStates",2009,4,TheUBSVirtualMaestro:anInteractiveConductingSystem,NIME,Yuri,Paris,Chris,,
Ben,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,BenNeillandLEMUR,NIME,Eric,,,,
Sarah,4,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Twenty-FirstCenturyPiano,NIME,,,,,
Hiroki,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,A{2D}FiducialTrackingMethodbasedonTopologicalRegionAdjacencyandAngleInformation,NIME,,,,,
Kristian,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,ADiscussionofMultidimensionalMappinginNymophone2,NIME,Alexander,,,,
Keisuke,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,LifeGameOrchestraasanInteractiveMusicCompositionSystemTranslatingCellularPatternsofAutomataintoMusicalScales,NIME,Yasuo,,,,
Dan,1,1,4,1,4,0,"Pittsburgh,PA,UnitedStates",2009,5,Pendaphonics,NIME,Byron,Anne-Marie,Winslow,Camilla,
Garth,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,FueSho--Electrofusion,NIME,Michael,,,,
Dale,2,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Chess-BasedCompositionandImprovisationforNon-Musicians,NIME,,,,,
Grant,1,0,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,"LetLoosewithWallBalls,aCollaborativeTabletopInstrumentforTomorrow",NIME,Pourang,Gordon,,,
Ricardo,1,4,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,Evaluationof{3D}HapticTargetRenderingtoSupportTiminginMusicTasks,NIME,Karon,,,,
Lijuan,0,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,AWii-BasedGesturalInterfaceforComputerConductingSystems,NIME,David,,,,
Richard,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,FrameWorks{3D}:CompositionintheThirdDimension,NIME,,,,,
Alexander,1,4,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,ResponsiveMusicInterfacesforPerformance,NIME,Mat,Joseph,,,
Troy,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,Studyno.1for{PAM}andMADI,NIME,Steven,Scott,,,
Jan,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,ActionandPerceptioninInteractiveSoundInstallations:AnEcologicalApproach,NIME,,,,,
Sí©bastien,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,midOSC:aGumstix-BasedMIDI-to-OSCConverter,NIME,,,,,
Daniel,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,TheKalichord:APhysicallyModeledElectro-AcousticPluckedStringInstrument,NIME,Julius,,,,
Andrew,1,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,ALow-levelEmbeddedServiceArchitectureforRapidDIYDesignofReal-timeMusicalInstruments,NIME,Adrian,,,,
Diana,4,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,CatchYourBreath-MusicalBiofeedbackforBreathingRegulation,NIME,Jonathan,Yao,,,
Scott,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,SoundLanterns,NIME,,,,,
Scott,1,1,1,1,0,0,"Pittsburgh,PA,UnitedStates",2009,4,"Don'tForgettheLoudspeaker---AHistoryofHemisphericalSpeakersatPrinceton,PlusaDIYGuide",NIME,Perry,Dan,Lawrence,,
Jorge,1,1,1,1,1,0,"Pittsburgh,PA,UnitedStates",2009,5,AnthropomorphicMusicalPerformanceRobotsatWasedaUniversity:IncreasingUnderstandingoftheNatureofHumanMusicalInteractionAbstract,NIME,Takeshi,Klaus,Masaki,Atsuo,
Neal,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,TheGhettoBastard:APortableNoiseInstrument,NIME,,,,,
Michael,1,2,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,PlaySoundGround:AnInteractiveMusicalPlayground,NIME,Sasha,,,,
Phillip,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,AANN:ArtificialAnalogNeuralNetwork,NIME,,,,,
Hans-Christoph,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,Firmata:TowardsMakingMicrocontrollersActLikeExtensionsoftheComputer,NIME,,,,,
Todor,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,4,"""ExtensionduCorpsSonore""-DancingViola",NIME,Frí©dí©ric,Loí¿c,Wen-Yang,,
John,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,NaturalMaterialsonStage:CustomControllersforAestheticEffect,NIME,,,,,
Giuseppe,1,1,4,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,"MOLITVA---CompositionforVoice,LiveElectronics,Pointing-AtGloveDeviceand{3-D}SetupofSpeakers",NIME,Robert,Dorota,,,
Ge,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,DesigningSmule{\textquoteright}sOcarina:TheiPhone{\textquoteright}sMagicFlute,NIME,,,,,
Ge,1,4,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,PLOrkBeatScience2.0,NIME,Rebecca,,,,
Robert,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,TheOkloPhenomenon,NIME,,,,,
Gil,1,1,1,0,0,0,"Pittsburgh,PA,UnitedStates",2009,3,ZooZBeat:aGesture-basedMobileMusicStudio,NIME,Andrew,Mark,,,
Gil,1,1,0,4,0,0,"Pittsburgh,PA,UnitedStates",2009,4,"TheCreationofaMulti-Human,Multi-RobotInteractiveJamSession",NIME,Brian,Trishul,Aparna,,
David,1,0,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,1,HandsOn-ANewWorkfromSLABSControllerandGenerativeAlgorithms,NIME,,,,,
Meason,0,1,0,0,0,0,"Pittsburgh,PA,UnitedStates",2009,2,Multi-LaserGesturalInterface---SolutionsforCost-EffectiveandOpenSourceControllers,NIME,Ajay,,,,
Teemu,1,0,0,0,0,0,"Sydney,Australia",2010,1,GestureControlledVirtualInstrumentwithDynamicVibrotactileFeedback,NIME,,,,,
Florian,1,1,1,1,1,0,"Sydney,Australia",2010,5,CreatingMeaningfulMelodiesfromTextMessages,NIME,Alireza,Stefan,Albrecht,Julian,
Takashi,1,4,1,0,0,0,"Sydney,Australia",2010,3,"""VirtualPhilharmony"":AConductingSystemwithHeuristicsofConductinganOrchestra",NIME,Mitsuyo,Haruhiro,,,
Kirsty,4,1,4,4,1,1,"Sydney,Australia",2010,6,ExpressiveWearableSonificationandVisualisation:DesignandEvaluationofaFlexibleDisplay,NIME,Andrew,Barbara,Claudia,Martin,Adrian
Michael,1,0,0,0,0,0,"Sydney,Australia",2010,1,TheGRIPMAESTRO:IdiomaticMappingsofEmotiveGesturesforControlofLiveElectroacousticMusic,NIME,,,,,
Florent,1,4,1,0,0,0,"Sydney,Australia",2010,3,DRILE:AnImmersiveEnvironmentforHierarchicalLive-Looping,NIME,Myriam,Martin,,,
Andrew,1,0,0,0,0,0,"Sydney,Australia",2010,1,NetworkJamming:DistributedPerformanceusingGenerativeMusic,NIME,,,,,
Nicholas,1,1,3,1,0,0,"Sydney,Australia",2010,4,MoMu:AMobileMusicToolkit,NIME,Jorge,Jieun,Ge,,
Nick,1,2,1,1,4,0,"Sydney,Australia",2010,5,"InteractionalSoundandMusic:ListeningtoCSCW,Sonification,andSoundArt",NIME,Robin,Oussama,Shahin,Jennifer,
Benjamin,1,1,0,0,0,0,"Sydney,Australia",2010,3,"""playingrobot"":AnInteractiveSoundInstallationinHuman-RobotInteractionDesignforNewMediaArt",NIME,Pieter,Lí_der,,,
Ivika,4,1,1,1,0,0,"Sydney,Australia",2010,4,IntroducingL2Ork:LinuxLaptopOrchestra,NIME,Thomas,Eric,Michael,,
Warren,1,0,0,0,0,0,"Sydney,Australia",2010,1,PackagesforArtWonk:NewMathematicalToolsforComposers,NIME,,,,,
Joanne,4,1,0,0,0,0,"Sydney,Australia",2010,2,ExpressionandSpatialMotion:PlayableAmbisonics,NIME,Stuart,,,,
Alfonso,1,1,0,0,0,0,"Sydney,Australia",2010,2,TheBowedTube:aVirtualViolin,NIME,Jordi,,,,
Alavaro,1,1,1,1,0,0,"Sydney,Australia",2010,5,scoreLight:PlayingwithaHuman-SizedLaserPick-Up,NIME,Yusaku,Alexis,Masatoshi,Daito,
Hongchan,0,1,0,0,0,0,"Sydney,Australia",2010,2,LUSH:AnOrganicEco+MusicSystem,NIME,Ge,,,,
Sungkuk,1,1,0,1,0,0,"Sydney,Australia",2010,4,Freepad:ACustomPaper-basedMIDIInterface,NIME,Andrew,Keechul,Philippe,,
Miha,1,0,0,0,0,0,"Sydney,Australia",2010,1,AnUltrasoundBasedInstrumentGeneratingAudibleandTactileSound,NIME,,,,,
Nick,1,0,0,0,0,0,"Sydney,Australia",2010,1,ContraryMotion:AnOppositionalInteractiveMusicSystem,NIME,,,,,
Nick,1,2,1,1,0,0,"Sydney,Australia",2010,4,MusicalExoskeletons:ExperimentswithaMotionCaptureSuit,NIME,Chris,Zeeshan,Martin,,
Luke,1,1,0,0,0,0,"Sydney,Australia",2010,2,SoundBounce:PhysicalMetaphorsinDesigningMobileMusicPerformance,NIME,Ge,,,,
Etienne,1,1,0,0,0,0,"Sydney,Australia",2010,2,ImagesasSpatialSoundMaps,NIME,Greg,,,,
Smilen,0,0,0,0,0,0,"Sydney,Australia",2010,1,ExtendingtheSoundcardforUsewithGeneric{DC}SensorsDemonstratedbyRevisitingaVintageISADesign,NIME,,,,,
Josh,1,1,0,0,0,0,"Sydney,Australia",2010,2,P[a]ra[pra]xis:TowardsGenuineRealtime'Audiopoetry',NIME,Mark,,,,
Georg,1,1,0,0,0,0,"Sydney,Australia",2010,2,DesigningMobileMusicalInstrumentsandEnvironmentswithurMus,NIME,Alexander,,,,
Georg,1,1,1,0,0,0,"Sydney,Australia",2010,3,UsetheForce(orsomething)-PressureandPressure-LikeInputforMobileMusicPerformance,NIME,Michael,Sven,,,
Robin,2,1,0,0,0,0,"Sydney,Australia",2010,2,"HeyMan,You'reInvadingmyPersonalSpace!PrivacyandAwarenessinCollaborativeMusic",NIME,Nick,,,,
Xiaoyang,0,0,0,0,0,0,"Sydney,Australia",2010,1,IrregularIncurve,NIME,,,,,
Sam,2,1,4,0,0,0,"Sydney,Australia",2010,3,MovementinaContemporaryDanceWorkanditsRelationtoContinuousEmotionalResponse,NIME,Emery,Catherine,,,
Adrian,1,0,0,0,0,0,"Sydney,Australia",2010,1,VisualizationsandInteractionStrategiesforHybridizationInterfaces,NIME,,,,,
Christian,1,1,1,1,1,1,"Sydney,Australia",2010,6,"DeviceCycle:RapidandReusablePrototypingofGesturalInterfaces,AppliedtoAudioBrowsingbySimilarity",NIME,Benoí¬t,Ste’Åphane,Xavier,Damien,Thierry
Ivar,1,1,1,0,0,0,"Sydney,Australia",2010,3,GlassInstruments--FromPitchtoTimbre,NIME,Kjell,Alexander,,,
Cavan,1,1,1,0,0,0,"Sydney,Australia",2010,3,ExaminingtheSpectatorExperience,NIME,Michael,Paul,,,
Lawrence,1,1,4,4,0,0,"Sydney,Australia",2010,4,SurfaceMusic:MappingVirtualTouch-basedInstrumentstoPhysicalModels,NIME,Sean,Carmen,Sheelagh,,
Tobias,1,1,1,0,0,0,"Sydney,Australia",2010,3,NewSensorsandPatternRecognitionTechniquesforStringInstruments,NIME,Ulf,Thomas,,,
Cesar,1,0,0,0,0,0,"Sydney,Australia",2010,1,"DevelopingaHybridContrabassRecorderResistances,Expression,GesturesandRhetoric",NIME,,,,,
Enric,1,2,1,1,0,0,"Sydney,Australia",2010,4,ALeftHandGestureCaptionSystemforGuitarBasedonCapacitiveSensors,NIME,Tan,Eric,Josep,,
Michael,1,1,1,0,0,0,"Sydney,Australia",2010,3,StyleandConstraintinElectronicMusicalInstruments,NIME,Paul,Adnan,,,
Tilo,1,0,0,0,0,0,"Sydney,Australia",2010,1,FromMozarttoMIDI:ARuleSystemforExpressiveArticulation,NIME,,,,,
Tilo,1,1,0,0,0,0,"Sydney,Australia",2010,2,ExpressiveArticulationforSyntheticMusicPerformances,NIME,Axel,,,,
Aristotelis,1,1,0,0,0,0,"Sydney,Australia",2010,2,AnalysisofPianoPlayingMovementsSpanningMultipleTouches,NIME,Max,,,,
Jeffrey,1,0,0,0,0,0,"Sydney,Australia",2010,1,CreatingIntegratedMusicandVideoforDance:LessonsLearnedandLessonsIgnored,NIME,,,,,
Mark,1,0,0,0,0,0,"Sydney,Australia",2010,1,ComposingForImprovisationwithChaoticOscillators,NIME,,,,,
Andrew,1,1,1,0,0,0,"Sydney,Australia",2010,3,Beatback:AReal-timeInteractivePercussionSystemforRhythmicPractiseandExploration,NIME,Philippe,Arne,,,
Ted,1,0,0,0,0,0,"Sydney,Australia",2010,1,Neurohedron:ANonlinearSequencerInterface,NIME,,,,,
Kimberlee,4,4,4,0,0,0,"Sydney,Australia",2010,3,SonicVirtualRealityGame:HowDoesYourBodySound?,NIME,Tatyana,Diana,,,
Sebastian,1,1,0,0,0,0,"Sydney,Australia",2010,2,DesigningaShareableMusicalTUI,NIME,Sile,,,,
Jordan,1,1,1,0,0,0,"Sydney,Australia",2010,3,MultimodalMusicianRecognition,NIME,Ajay,Matthew,,,
Jordan,1,1,1,1,1,0,"Sydney,Australia",2010,5,DesigningExpressiveMusicalInterfacesforTabletopSurfaces,NIME,Owen,Dimitri,Jim,Ajay,
Jukka,1,1,1,0,0,0,"Sydney,Australia",2010,3,AssociatingEmoticonswithMusicalGenres,NIME,Harri,Jarno,,,
Tim,1,4,1,0,0,0,"Sydney,Australia",2010,3,Epi-thet:AMusicalPerformanceInstallationandaChoreographyofStillness,NIME,Madeleine,Jesse,,,
Javier,2,0,0,0,0,0,"Sydney,Australia",2010,1,GroundMe!AnInteractiveSoundArtInstallation,NIME,,,,,
Javier,2,1,0,0,0,0,"Sydney,Australia",2010,2,SynchronizationofMultimodalRecordingsforMusicalPerformanceResearch,NIME,Benjamin,,,,
Alexander,1,1,1,0,0,0,"Sydney,Australia",2010,3,EvaluatingtheSubjectiveEffectsofMicrophonePlacementonGlassInstruments,NIME,Kjell,Ivar,,,
Laewoo,0,4,0,0,0,0,"Sydney,Australia",2010,2,H\'{e}:CalligraphyasaMusicalInterface,NIME,Hsin-Yi,,,,
Ajay,1,1,0,0,0,0,"Sydney,Australia",2010,2,APedagogicalParadigmforMusicalRobotics,NIME,Michael,,,,
Chris,2,0,0,0,0,0,"Sydney,Australia",2010,1,AMalleableInterfaceforSonicExploration,NIME,,,,,
Hyun-Soo,1,0,0,0,0,0,"Sydney,Australia",2010,3,InteractiveMusicStudio:TheSoloist,NIME,Je-Han,Moon-Sik,,,
Kris,2,1,0,0,0,0,"Sydney,Australia",2010,2,ImprovGenerator:OnlineGrammaticalInductionforOn-the-FlyImprovisationAccompaniment,NIME,Hideki,,,,
Baki,1,4,1,0,0,0,"Sydney,Australia",2010,3,InvestigatingthePotentialforSharedAgencyusingEnactiveInterfaces,NIME,Petra,Rob,,,
Sylvain,1,1,1,3,1,4,"Sydney,Australia",2010,10,DisembodiedandCollaborativeMusicalInteractionintheMultimodalBrainOrchestra,NIME,Jonatas,Paul,Marti,Andre,Anna
Noah,1,1,1,3,0,0,"Sydney,Australia",2010,4,Cuebert:ANewMixingBoardConceptforMusicalTheatre,NIME,Michael,Jacek,Erin,,
Alexander,1,1,4,1,0,0,"Sydney,Australia",2010,4,ReflectiveHaptics:ResistiveForceFeedbackforMusicalPerformanceswithStylus-ControlledInstruments,NIME,Fabian,Gí_tz,Ron,,
Thor,1,0,0,0,0,0,"Sydney,Australia",2010,1,AnEpistemicDimensionSpaceforMusicalDevices,NIME,,,,,
Martin,1,0,0,0,0,0,"Sydney,Australia",2010,1,TheSpongeAFlexibleInterface,NIME,,,,,
Aengus,1,2,4,0,0,0,"Sydney,Australia",2010,3,MechanismsforControllingComplexSoundSources:ApplicationstoGuitarFeedbackControl,NIME,Sam,Kirsty,,,
Charles,1,1,4,0,0,0,"Sydney,Australia",2010,3,Cross-ArtformPerformanceUsingNetworkedInterfaces:LastMantoDie'sVitalLMTD,NIME,Benjamin,Hanna,,,
Yutaro,1,1,1,1,0,0,"Sydney,Australia",2010,4,UnitInstrument:EasyConfigurableMusicalInstruments,NIME,Yoshinari,Tsutomu,Masahiko,,
Alison,4,1,1,0,0,0,"Sydney,Australia",2010,3,RevisitingCageanCompositionMethodologywithaModernComputationalImplementation,NIME,Mark,Eric,,,
Andrew,1,4,0,0,0,0,"Sydney,Australia",2010,2,AugmentingtheAcousticPianowithElectromagneticStringActuationandContinuousKeyPositionSensing,NIME,Youngmoo,,,,
Max,1,1,0,0,0,0,"Sydney,Australia",2010,2,ThePlanets,NIME,Max,,,,
Jace,1,3,0,0,0,0,"Sydney,Australia",2010,2,Wiiolin:aVirtualInstrumentUsingtheWiiRemote,NIME,Tracy,,,,
John,1,1,1,0,0,0,"Sydney,Australia",2010,3,MusicProgramminginMinim,NIME,Damien,Nicolas,,,
Roger,1,0,0,0,0,0,"Sydney,Australia",2010,1,DislocatedSound:ASurveyofImprovisationinNetworkedAudioPlatforms,NIME,,,,,
Chikashi,2,0,0,0,0,0,"Sydney,Australia",2010,1,Peacock:ANon-Haptic{3D}PerformanceInterface,NIME,,,,,
Jos,1,0,0,0,0,0,"Sydney,Australia",2010,1,TheLoudspeakerasMusicalInstrument,NIME,,,,,
Jim,1,1,1,0,0,0,"Sydney,Australia",2010,3,TheHelio:AStudyofMembranePotentiometersandLongForceSensingResistorsforMusicalInterfaces,NIME,Ajay,Carl,,,
Yoichi,1,0,0,0,0,0,"Sydney,Australia",2010,1,"UntouchableInstrument""Peller-Min""",NIME,,,,,
Jeremiah,1,4,0,0,0,0,"Sydney,Australia",2010,2,UnderstandingandEvaluatingUserCentredDesigninWearableExpressions,NIME,Kirsty,,,,
Kristian,1,1,1,1,1,0,"Sydney,Australia",2010,5,SearchingforCross-IndividualRelationshipsbetweenSoundandMovementFeaturesusingan{SVM}Classifier,NIME,Kyrre,Stí«le,Jim,Alexander,
Jieun,3,1,1,1,1,0,"Sydney,Australia",2010,5,EvolvingTheMobilePhoneOrchestra,NIME,Jorge,Nicholas,Luke,Ge,
Garth,1,0,0,0,0,0,"Sydney,Australia",2010,1,TowardsaTaxonomyofRealtimeInterfacesforElectronicMusicPerformance,NIME,,,,,
Ye,4,0,1,0,0,0,"Sydney,Australia",2010,3,ARobotMusicianInteractingwithaHumanPartnerthroughInitiativeExchange,NIME,Min-Gyu,Kenji,,,
Sihwa,0,1,1,1,0,0,"Sydney,Australia",2010,4,OnlineMapInterfaceforCreativeandInteractive,NIME,Seunghun,Samuel,Woon,,
Rudolfo,1,0,0,0,0,0,"Sydney,Australia",2010,1,GlitchDelighter:Lighter'sFlameBaseHyper-InstrumentforGlitchMusicinBurningTheSoundPerformance,NIME,,,,,
Loí¿c,1,1,1,1,4,1,"Sydney,Australia",2010,6,MultimodalGuitar:AToolboxForAugmentedGuitarPerformances,NIME,Christian,Otso,John,Cí©cile,Todor
Charles,1,1,4,1,0,0,"Sydney,Australia",2010,4,DynamicInteractivityInsidetheAlloSphere,NIME,Matthew,JoAnn,Lance,,
Paul,1,0,0,0,0,0,"Sydney,Australia",2010,1,"TheGhost:AnOpen-Source,UserProgrammableMIDIPerformanceController",NIME,,,,,
Norma,4,1,4,0,0,0,"Sydney,Australia",2010,3,Mmmmm:AMulti-modalMobileMusicMixer,NIME,Syed,Norma,,,
Jan,1,0,0,0,0,0,"Sydney,Australia",2010,1,MotionToGestureToSound:MappingForInteractiveDance,NIME,,,,,
Kevin,1,0,0,0,0,0,"Sydney,Australia",2010,1,Relationship-BasedInstrumentMappingofMulti-PointDataStreamsUsingaTrackpadInterface,NIME,,,,,
Andrew,1,1,0,0,0,0,"Sydney,Australia",2010,2,SupportVectorMachineLearningforGestureSignalEstimationwithaPiezo-ResistiveFabricTouchSurface,NIME,Adrian,,,,
Stí«le,1,1,1,0,0,0,"Sydney,Australia",2010,3,Using{IR}OpticalMarkerBasedMotionCaptureforExploringMusicalInteraction,NIME,Alexander,Kristian,,,
Jorge,1,1,1,1,1,1,"Sydney,Australia",2010,7,DevelopmentoftheWasedaSaxophonistRobotandImplementationofanAuditoryFeedbackControl,NIME,Klaus,Tetsuro,Masaki,Shimpei,Atsuo
Alex,1,4,0,0,0,0,"Sydney,Australia",2010,2,AuditoryMasquing:WearableSoundSystemsforDiegeticCharacterVoices,NIME,Patricia,,,,
Wendy,4,0,0,0,0,0,"Sydney,Australia",2010,1,TowardAlgorithmicCompositionofExpressioninMusicUsingFuzzyLogic,NIME,,,,,
Atau,1,0,0,0,0,0,"Sydney,Australia",2010,1,"MappingOutInstruments,Affordances,andMobiles",NIME,,,,,
Robyn,4,1,1,1,4,1,"Sydney,Australia",2010,6,humanaquarium:AParticipatoryPerformanceSystem,NIME,Guy,John,Pierre,Jayne,Patrick
Stuart,1,1,0,0,0,0,"Sydney,Australia",2010,2,FerroSynth:AFerromagneticMusicInterface,NIME,Jonathan,,,,
Giuseppe,1,1,1,0,0,0,"Sydney,Australia",2010,3,POLLENAMultimediaInteractiveNetworkInstallation,NIME,Mark,Brian,,,
Jim,1,1,1,0,0,0,"Sydney,Australia",2010,3,WirelessSensorDataCollectionbasedon{ZigBee}Communication,NIME,Eirik,Alexander,,,
Pierre,1,1,0,0,0,0,"Sydney,Australia",2010,2,SurfingtheWaves:LiveAudioMosaicingofanElectricBassPerformanceasaCorpusBrowsingInterface,NIME,Diemo,,,,
Chih-Chieh,0,0,0,0,0,0,"Sydney,Australia",2010,3,AnInteractiveResponsiveSkinforMusic,NIME,Cha-Lin,Teng-Wen,,,
Nobuyuki,1,2,1,0,0,0,"Sydney,Australia",2010,3,DesigningCustom-madeMetallophonewithConcurrentEigenanalysis,NIME,Jun,Takeo,,,
Owen,1,1,1,0,0,0,"Sydney,Australia",2010,3,AShiftTowardsIterativeandOpen-SourceDesignforMusicalInterfaces,NIME,Jordan,Ajay,,,
Bjí_rn,1,1,1,1,0,0,"Sydney,Australia",2010,4,ANTracks2.0-GenerativeMusiconMultipleMultitouchDevicesCategoriesandSubjectDescriptors,NIME,Christian,Holger,Florian,,
Ian,1,0,0,0,0,0,"Sydney,Australia",2010,1,GenerativeImprov.\&InteractiveMusicProject(GIIMP),NIME,,,,,
Lonce,0,1,0,0,0,0,"Sydney,Australia",2010,2,InstrumentalizingSynthesisModels,NIME,Nguyen,,,,
Tomoyuki,1,2,4,1,0,0,"Sydney,Australia",2010,4,TwinkleBall:AWirelessMusicalInterfaceforEmbodiedSoundMedia,NIME,Tsukasa,Anna,Shuji,,
Karl,1,1,1,0,0,0,"Sydney,Australia",2010,3,Disky:aDIYRotationalInterfacewithInherentDynamics,NIME,Greg,Matthew,,,
Victor,1,4,1,0,0,0,"Sydney,Australia",2010,3,OSCVirtualController,NIME,Andrea,Darwin,,,
Nicolas,1,1,4,0,0,0,"Oslo,Norway",2011,3,ROOM\#81--Agent-BasedInstrumentforExperiencingArchitecturalandVocalCues,NIME,Roberto,Stefanie,,,
Samuel,1,1,1,1,0,0,"Oslo,Norway",2011,4,APrincipledApproachtoDevelopingNewLanguagesforLiveCoding,NIME,Alan,Richard,Tim,,
Tom,1,1,1,1,1,0,"Oslo,Norway",2011,5,Raja--AMultidisciplinaryArtisticPerformance,NIME,Koray,Teemu,Fabio,Ville,
Aaron,1,1,2,1,1,1,"Oslo,Norway",2011,6,"Beatscape,aMixedVirtual-PhysicalEnvironmentforMusicalEnsembles",NIME,Sertan,Akito,Brian,Oliver,Gil
Daichi,1,0,0,0,0,0,"Oslo,Norway",2011,1,ImprovingUser-InterfaceofInteractiveECforComposition-AidbymeansofShoppingBasketProcedure,NIME,,,,,
