,AllAuthors,FirstName1stAuthor,Gender,FirstAuthorCountry,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17,
,"[u'Hayami Tobise', u'Yoshinari Takegawa', u'Tsutomu Terada', u'Masahiko Tsukamoto']",Hayami,None,"Daejeon, Republic of Korea",2013,4,Construction of a System for Recognizing Touch of Strings for Guitar,NIME,Yoshinari,None,Tsutomu,male,Masahiko,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,1,,,,,,,,,,,,,,
,"[u'Tomohiro Tokunaga', u'Michael Lyons']",Tomohiro,male,"Daejeon, Republic of Korea",2013,2,Enactive Mandala: Audio-visualizing Brain Waves,NIME,Michael,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Jim Torresen', u'Yngve Hafting', u'Kristian Nymoen']",Jim,male,"Daejeon, Republic of Korea",2013,3,A New Wi-Fi based Platform for Wireless Sensor Data Collection,NIME,Yngve,male,Kristian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.94,,,,,,,,,,,,,,,
,"[u'Stefano Trento', u'Stefania Serafin']",Stefano,male,"Daejeon, Republic of Korea",2013,2,Flag beat: a novel interface for rhythmic musical expression for kids,NIME,Stefania,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Thomas Walther', u""Damir Ismailovi{\\'c}"", u'Bernd Br{\\""u}gge']",Thomas,male,"Daejeon, Republic of Korea",2013,3,Rocking the Keys with a Multi-Touch Interface,NIME,Damir,male,Bernd,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Johnty Wang', u""Nicolas d'Alessandro"", u'Aura Pon', u'Sidney Fels']",Johnty,None,"Daejeon, Republic of Korea",2013,4,PENny: An Extremely Low-Cost Pressure-Sensitive Stylus for Existing Capacitive Touchscreens,NIME,Nicolas,male,Aura,female,Sidney,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,0.98,0.76,,,,,,,,,,,,,,
,[u'Antonius Wiriadjaja'],Antonius,male,"Daejeon, Republic of Korea",2013,1,Gamelan Sampul: Laptop Sleeve Gamelan,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Katie Anna E Wolf', u'Rebecca Fiebrink']",Katie,female,"Daejeon, Republic of Korea",2013,2,SonNet: A Code Interface for Sonifying Computer Network Data,NIME,Rebecca,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Xiao Xiao', u'Anna Pereira', u'Hiroshi Ishii']",Xiao,female,"Daejeon, Republic of Korea",2013,3,Conjuring the Recorded Pianist: A New Medium to Experience Musical Performance,NIME,Anna,female,Hiroshi,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,1,1,,,,,,,,,,,,,,,
,"[u'Qi Yang', u'Georg Essl']",Qi,male,"Daejeon, Republic of Korea",2013,2,Visual Associations in Augmented Keyboard Performance,NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1,,,,,,,,,,,,,,,,
,"[u'Jaeseong You', u'Red Wierenga']",Jaeseong,None,"Daejeon, Republic of Korea",2013,2,Remix_Dance 3: Improvisatory Sound Displacing on Touch Screen-Based Interface,NIME,Red,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0.67,,,,,,,,,,,,,,,,
,[u'Edward Zhang'],Edward,male,"Daejeon, Republic of Korea",2013,1,KIB: Simplifying Gestural Instrument Creation Using Widgets,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Yehiel Amo', u'Gil Zissu', u'Shaltiel Eloul', u'Eran Shlomi', u'Dima Schukin', u'Almog Kalifa']",Yehiel,None,"London, United Kingdom",2014,6,A Max/MSP Approach for Incorporating Digital Music via Laptops in Live Performances of Music Bands,NIME,Gil,male,Shaltiel,None,Eran,male,Dima,male,Almog,female,,,,,,,,,,,,,,,,,,,,,,,None,0.95,None,0.99,0.61,0.8,,,,,,,,,,,,
,"[u'Anders-Petter Andersson', u'Birgitta Cappelen', u'Fredrik Olofsson']",Anders-Petter,None,"London, United Kingdom",2014,3,Designing Sound for Recreation and Well-Being,NIME,Birgitta,female,Fredrik,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,,,,,,,,,,,,,,,
,"[u""Daniel G\\'abana Arellano"", u'Andrew McPherson']",Daniel,male,"London, United Kingdom",2014,2,Radear: A Tangible Spinning Music Sequencer,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u""Adria\\'n Barenca"", u'Milos Corak']",Adrián,None,"London, United Kingdom",2014,2,The Manipuller II: Strings within a Force Sensing Ring,NIME,Milos,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,,,,,,,,,,,,,,,,
,"[u'Timothy J Barraclough', u'Jim Murphy', u'Ajay Kapur']",Timothy,male,"London, United Kingdom",2014,3,New Open-Source Interfaces for Group Based Participatory Performance of Live Electronic Music,NIME,Jim,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,[u'Edgar Berdahl'],Edgar,male,"London, United Kingdom",2014,1,How to Make Embedded Acoustic Instruments,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Ilias Bergstrom', u'Joan Llobera']",Ilias,male,"London, United Kingdom",2014,2,OSC-Namespace and OSC-State: Schemata for Describing the Namespace and State of OSC-Enabled Systems,NIME,Joan,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.82,,,,,,,,,,,,,,,,
,"[u'Axel Berndt', u'Nadia Al-Kassab', u'Raimund Dachselt']",Axel,male,"London, United Kingdom",2014,3,TouchNoise: A Particle-based Multitouch Noise Modulation Interface,NIME,Nadia,female,Raimund,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,1,,,,,,,,,,,,,,,
,"[u'Florent Berthaut', u'Jarrod Knibbe']",Florent,male,"London, United Kingdom",2014,2,Wubbles: A Collaborative Ephemeral Musical Instrument,NIME,Jarrod,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'John Bowers', u'Annika Haas']",John,male,"London, United Kingdom",2014,2,"Hybrid Resonant Assemblages: Rethinking Instruments, Touch and Performance in New Interfaces for Musical Expression",NIME,Annika,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'John Bowers', u'Tim Shaw']",John,male,"London, United Kingdom",2014,2,Reappropriating Museum Collections: Performing Geology Specimens and Meterology Data as New Instruments for Musical Expression,NIME,Tim,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Oliver Bown', u'Renick Bell', u'Adam Parkinson']",Oliver,male,"London, United Kingdom",2014,3,Examining the Perception of Liveness and Activity in Laptop Music: Listeners' Inference about what the Performer is Doing from the Audio Alone,NIME,Renick,male,Adam,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Mason Bretan', u'Gil Weinberg']",Mason,male,"London, United Kingdom",2014,2,Chronicles of a Robotic Musical Companion,NIME,Gil,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.95,,,,,,,,,,,,,,,,
,[u'Ivica Bukvic'],Ivica,male,"London, United Kingdom",2014,1,Pd-L2Ork Raspberry Pi Toolkit as a Comprehensive Arduino Alternative in K-12 and Production Scenarios,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,
,[u'Rob Canning'],Rob,male,"London, United Kingdom",2014,1,Interactive Parallax Scrolling Score Interface for Composed Networked Improvisation,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Mark Cartwright', u'Bryan Pardo']",Mark,male,"London, United Kingdom",2014,2,SynthAssist: Querying an Audio Synthesizer by Vocal Imitation,NIME,Bryan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Regina Collecchia', u'Dan Somen', u'Kevin McElroy']",Regina,female,"London, United Kingdom",2014,3,The Siren Organ,NIME,Dan,male,Kevin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,1,,,,,,,,,,,,,,,
,"[u'Nick Collins', u'Alex McLean']",Nick,male,"London, United Kingdom",2014,2,"Algorave: A Survey of the History, Aesthetics and Technology of Live Performance of Algorithmic Electronic Dance Music",NIME,Alex,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.87,,,,,,,,,,,,,,,,
,"[u'Josep Comajuncosas', u'Enric Guaus']",Josep,male,"London, United Kingdom",2014,2,Conducting Collective Instruments : A Case Study,NIME,Enric,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.97,,,,,,,,,,,,,,,,
,[u'Luke Dahl'],Luke,male,"London, United Kingdom",2014,1,Triggering Sounds from Discrete Air Gestures: What Movement Feature Has the Best Timing?,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Palle Dahlstedt'],Palle,male,"London, United Kingdom",2014,1,Circle Squared and Circle Keys Performing on and with an Unstable Live Algorithm for the Disklavier,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Palle Dahlstedt', u'Patrik Karlsson', u'Katarina Widell', u'Tony Blomdahl']",Palle,male,"London, United Kingdom",2014,4,YouHero Making an Expressive Concert Instrument from the GuitarHero Controller,NIME,Patrik,male,Katarina,female,Tony,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,1,,,,,,,,,,,,,,
,"[u'Matthew Davies', u'Adam Stark', u'Fabien Gouyon', u'Masataka Goto']",Matthew,male,"London, United Kingdom",2014,4,Improvasher: A Real-Time Mashup System for Live Musical Input,NIME,Adam,male,Fabien,male,Masataka,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,
,"[u'Jun-qi Deng', u'Francis Chi Moon Lau', u'Ho-Cheung Ng', u'Yu-Kwong Kwok', u'Hung-Kwan Chen', u'Yu-heng Liu']",Jun-qi,None,"London, United Kingdom",2014,6,WIJAM: A Mobile Collaborative Improvisation Platform under Master-players Paradigm,NIME,Francis,male,Ho-Cheung,None,Yu-Kwong,None,Hung-Kwan,None,Yu-heng,None,,,,,,,,,,,,,,,,,,,,,,,None,0.89,None,None,None,None,,,,,,,,,,,,
,"[u'Haojing Diao', u'Yanchao Zhou', u'Christopher Andrew Harte', u'Nick Bryan-Kinns']",Haojing,None,"London, United Kingdom",2014,4,Sketch-Based Musical Composition and Performance,NIME,Yanchao,None,Christopher,male,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,1,0.99,,,,,,,,,,,,,,
,[u'Carlos Dominguez'],Carlos,male,"London, United Kingdom",2014,1,16\mbox{-}{C}dS: A Surface Controller for the Simultaneous Manipulation of Multiple Analog Components,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Liam Donovan', u'Andrew McPherson']",Liam,male,"London, United Kingdom",2014,2,The Talking Guitar: Headstock Tracking and Mapping Strategies,NIME,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,"[u'Gershon Dublon', u'Joseph A. Paradiso']",Gershon,male,"London, United Kingdom",2014,2,FingerSynth: Wearable Transducers for Exploring the Environment and Playing Music Everywhere,NIME,Joseph,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Joel Eaton', u'Weiwei Jin', u'Eduardo Miranda']",Joel,male,"London, United Kingdom",2014,3,The Space Between Us. A Live Performance with Musical Score Generated via Emotional Levels Measured in {EEG} of One Performer and an Audience Member,NIME,Weiwei,female,Eduardo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.57,1,,,,,,,,,,,,,,,
,[u'Christian Faubel'],Christian,male,"London, United Kingdom",2014,1,Rhythm Apparatus on Overhead,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Stu Favilla', u'Sonja Pedell']",Stu,male,"London, United Kingdom",2014,2,Touch Screen Collaborative Music: Designing NIME for Older People with Dementia,NIME,Sonja,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.99,,,,,,,,,,,,,,,,
,"[u'Lionel Feug\\`ere', u""Christophe d'Alessandro""]",Lionel,male,"London, United Kingdom",2014,2,Rule-Based Performative Synthesis of Sung Syllables,NIME,Christophe,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Jules Fran\\c{c}oise', u'Norbert Schnell', u'Riccardo Borghesi', u""Fre\\'de\\'ric Bevilacqua""]",Jules,female,"London, United Kingdom",2014,4,Probabilistic Models for Designing Motion and Sound Relationships,NIME,Norbert,male,Riccardo,male,Frédéric,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,1,1,None,,,,,,,,,,,,,,
,"[u'Ohad Fried', u'Zeyu Jin', u'Reid Oda', u'Adam Finkelstein']",Ohad,male,"London, United Kingdom",2014,4,AudioQuilt: {2D} Arrangements of Audio Samples using Metric Learning and Kernelized Sorting,NIME,Zeyu,None,Reid,male,Adam,male,,,,,,,,,,,,,,,,,,,,,,,,,,,1,None,1,1,,,,,,,,,,,,,,
,"[u'Lawrence Fyfe', u'Adam Tindale', u'Sheelagh Carpendale']",Lawrence,male,"London, United Kingdom",2014,3,Extending the Nexus Data Exchange Format (NDEF) Specification,NIME,Adam,male,Sheelagh,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,[u'Chet Gnegy'],Chet,male,"London, United Kingdom",2014,1,CollideFx: A Physics-Based Audio Effects Processor,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Joachim Go{\\ss}mann', u'Max Neupert']",Joachim,male,"London, United Kingdom",2014,2,Musical Interface to Audiovisual Corpora of Arbitrary Instruments,NIME,Max,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.98,,,,,,,,,,,,,,,,
,"[u'Ricky Graham', u'Brian Bridges']",Ricky,male,"London, United Kingdom",2014,2,Gesture and Embodied Metaphor in Spatial Music Performance Systems Design.,NIME,Brian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,,,,,,,,,,,,,,,,
,[u'Owen Green'],Owen,male,"London, United Kingdom",2014,1,"NIME, Musicality and Practice-led Methods",NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
,"[u'Reinhard Gupfinger', u'Martin Kaltenbrunner']",Reinhard,male,"London, United Kingdom",2014,2,SOUND TOSSING Audio Devices in the Context of Street Art,NIME,Martin,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,[u'Michael Gurevich'],Michael,male,"London, United Kingdom",2014,1,Distributed Control in a Mechatronic Musical Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Aristotelis Hadjakos', u'Simon Waloschek']",Aristotelis,male,"London, United Kingdom",2014,2,SPINE: A TUI Toolkit and Physical Computing Hybrid,NIME,Simon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,"[u'Jihyun Han', u'Nicolas Gold']",Jihyun,female,"London, United Kingdom",2014,2,Lessons Learned in Exploring the Leap Motion(TM) Sensor for Gesture-based Instrument Design,NIME,Nicolas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Jiffer Harriman', u'Michael Theodore', u'Nikolaus Correll', u'Hunter Ewen']",Jiffer,None,"London, United Kingdom",2014,4,endo/exo Making Art and Music with Distributed Computing,NIME,Michael,male,Nikolaus,male,Hunter,male,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,0.96,,,,,,,,,,,,,,
,"[u'Fumito Hashimoto', u'Motoki Miura']",Fumito,male,"London, United Kingdom",2014,2,Operating Sound Parameters Using {Markov} Model and {Bayes}ian Filters in Automated Music Performance,NIME,Motoki,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,"[u'Ian Hattwick', u'Preston Beebe', u'Zachary Hale', u'Marcelo Wanderley', u'Philippe Leroux', u'Fabrice Marandola']",Ian,male,"London, United Kingdom",2014,6,Unsounding Objects: Audio Feature Extraction for the Control of Sound Synthesis,NIME,Preston,male,Zachary,male,Marcelo,male,Philippe,male,Fabrice,male,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1,1,0.99,1,,,,,,,,,,,,
,"[u'Ian Hattwick', u'Joseph Malloch', u'Marcelo Wanderley']",Ian,male,"London, United Kingdom",2014,3,Forming Shapes to Bodies: Design for Manufacturing in the Prosthetic Instruments,NIME,Joseph,male,Marcelo,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,1,,,,,,,,,,,,,,,
,"[u'Adrian Hazzard', u'Steve Benford', u'Gary Burnett']",Adrian,male,"London, United Kingdom",2014,3,You'll Never Walk Alone: Composing Location-Based Soundtracks,NIME,Steve,male,Gary,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,1,1,,,,,,,,,,,,,,,
,"[u'Florian Heller', u'Jan Borchers']",Florian,male,"London, United Kingdom",2014,2,Visualizing Song Structure on Timecode Vinyls,NIME,Jan,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6,,,,,,,,,,,,,,,,
,[u'Abram Hindle'],Abram,male,"London, United Kingdom",2014,1,CloudOrch: A Portable SoundCard in the Cloud,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
,"[u'Charles Holbrow', u'Elena Jessop', u'Rebecca Kleinberger']",Charles,male,"London, United Kingdom",2014,3,Vocal Vibrations: A Multisensory Experience of the Voice,NIME,Elena,female,Rebecca,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
,"[u'Colin Honigman', u'Jordan Hochenbaum', u'Ajay Kapur']",Colin,male,"London, United Kingdom",2014,3,Techniques in Swept Frequency Capacitive Sensing: An Open Source Approach,NIME,Jordan,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.77,0.99,,,,,,,,,,,,,,,
,[u'Anthony Hornof'],Anthony,male,"London, United Kingdom",2014,1,The Prospects For Eye-Controlled Musical Performance,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Luisa Pereira Hors'],Luisa,female,"London, United Kingdom",2014,1,The Well-Sequenced Synthesizer,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Bastiaan van Hout', u'Luca Giacolini', u'Bart Hengeveld', u'Mathias Funk', u'Joep Frens']",Bastiaan,male,"London, United Kingdom",2014,5,Experio: a Design for Novel Audience Participation in Club Settings,NIME,Luca,male,Bart,male,Mathias,male,Joep,male,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,0.99,0.99,1,,,,,,,,,,,,,
,"[u'Charles Hutchins', u'Holger Ballweg', u'Shelly Knotts', u'Jonas Hummel', u'Antonio Roberts']",Charles,male,"London, United Kingdom",2014,5,Soundbeam: A Platform for Sonyfing Web Tracking,NIME,Holger,male,Shelly,female,Jonas,male,Antonio,male,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,1,1,,,,,,,,,,,,,
,"[u'Alon Ilsar', u'Mark Havryliv', u'Andrew Johnston']",Alon,male,"London, United Kingdom",2014,3,Evaluating the Performance of a New Gestural Instrument Within an Ensemble,NIME,Mark,male,Andrew,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1,1,,,,,,,,,,,,,,,
,"[u'Ozgur Izmirli', u'Jake Faris']",Ozgur,male,"London, United Kingdom",2014,2,Imitation Framework for Percussion,NIME,Jake,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.99,,,,,,,,,,,,,,,,
,[u'Alexander Refsum Jensenius'],Alexander,male,"London, United Kingdom",2014,1,To gesture or Not? {A}n Analysis of Terminology in {NIME} Proceedings 2001--2013,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Jimin Jeon', u'Gunho Chae', u'Edward Jangwon Lee', u'Woon Seung Yeo']",Jimin,male,"London, United Kingdom",2014,4,TAPIR Sound Tag: An Enhanced Sonic Communication Framework for Audience Participatory Performance,NIME,Gunho,None,Edward,male,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,None,1,0.86,,,,,,,,,,,,,,
,"[u'Bridget Johnson', u'Michael Norris', u'Ajay Kapur']",Bridget,female,"London, United Kingdom",2014,3,The Development Of Physical Spatial Controllers,NIME,Michael,male,Ajay,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.99,,,,,,,,,,,,,,,
,"[u'Blake Johnston', u'Henry Dengate Thrush', u'Ajay Kapur', u'Jim Murphy', u'Tane Moleta']",Blake,male,"London, United Kingdom",2014,5,"Polus: The Design and Development of a New, Mechanically Bowed String Instrument Ensemble",NIME,Henry,male,Ajay,male,Jim,male,Tane,male,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1,0.99,1,1,,,,,,,,,,,,,
,"[u'Sergi Jord\\`a', u'Sebastian Mealla']",Sergi,male,"London, United Kingdom",2014,2,"A Methodological Framework for Teaching, Evaluating and Informing NIME Design with a Focus on Mapping and Expressiveness",NIME,Sebastian,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,,,
,[u'Kirsty Keatch'],Kirsty,female,"London, United Kingdom",2014,1,An Exploration of Peg Solitaire as a Compositional Tool,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Chris Kiefer'],Chris,male,"London, United Kingdom",2014,1,Musical Instrument Mapping Design with Echo State Networks,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,
,"[u'Hyung Suk Kim', u'Jorge Herrera', u'Ge Wang']",Hyung,male,"London, United Kingdom",2014,3,Ping-Pong: Musically Discovering Locations,NIME,Jorge,male,Ge,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.61,,,,,,,,,,,,,,,
,"[u'Niklas Kl\\""ugel', u'Timo Becker', u'Georg Groh']",Niklas,male,"London, United Kingdom",2014,3,Designing Sound Collaboratively Perceptually Motivated Audio Synthesis,NIME,Timo,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u'Niklas Kl\\""ugel', u'Gerhard Hagerer', u'Georg Groh']",Niklas,male,"London, United Kingdom",2014,3,TreeQuencer: Collaborative Rhythm Sequencing A Comparative Study,NIME,Gerhard,male,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1,1,,,,,,,,,,,,,,,
,"[u""Adinda van 't Klooster"", u'Nick Collins']",Adinda,female,"London, United Kingdom",2014,2,In A State: Live Emotion Detection and Visualisation for Music Performance,NIME,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.99,,,,,,,,,,,,,,,,
,"[u'Shelly Knotts', u'Nick Collins']",Shelly,female,"London, United Kingdom",2014,2,The Politics of Laptop Ensembles: A Survey of 160 Laptop Ensembles and their Organisational Structures,NIME,Nick,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.99,,,,,,,,,,,,,,,,
,"[u'Michael Krzyzaniak', u'Julie Akerly', u'Matthew Mosher', u'Muharrem Yildirim', u'Garth Paine']",Michael,male,"London, United Kingdom",2014,5,Separation: Short Range Repulsion. Implementation of an Automated Aesthetic Synchronization System for a Dance Performance.,NIME,Julie,female,Matthew,male,Muharrem,male,Garth,male,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,
,"[u'Otso L\\""ahdeoja']",Otso,male,"London, United Kingdom",2014,1,Structure-Borne Sound and Aurally Active Spaces,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,"[u'Jeppe Larsen', u'Dan Overholt', u'Thomas Moeslund']",Jeppe,male,"London, United Kingdom",2014,3,The Actuated guitar: Implementation and user test on children with Hemiplegia,NIME,Dan,male,Thomas,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.98,1,,,,,,,,,,,,,,,
,"[u'Sang Won Lee', u'Georg Essl']",Sang,male,"London, United Kingdom",2014,2,"Communication, Control, and State Sharing in Collaborative Live Coding",NIME,Georg,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1,,,,,,,,,,,,,,,,
,"[u'Sang Won Lee', u'Georg Essl', u'Morley Z. Mao']",Sang,male,"London, United Kingdom",2014,3,Distributing Mobile Music Applications for Audience Participation Using Mobile Ad-hoc Network ({MANET}),NIME,Georg,male,Morley,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1,1,,,,,,,,,,,,,,,
,"[u'Yang Kyu Lim', u'Woon Seung Yeo']",Yang,male,"London, United Kingdom",2014,2,Smartphone-based Music Conducting,NIME,Woon,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.86,,,,,,,,,,,,,,,,
,[u'Jason Long'],Jason,male,"London, United Kingdom",2014,1,The Robotic Taishogoto: A New Plug 'n Play Desktop Performance Instrument,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,[u'Simon Lui'],Simon,male,"London, United Kingdom",2014,1,A Real Time Common Chord Progression Guide on the Smartphone for Jamming Pop Song on the Music Keyboard,NIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,
