Title,Author(s),,Year,Country
IGDIS (Instrument for Greek DIction and Singing): A Modern Greek Text to Speech/Singing Program for the SPASM/Singer Instrument,"Cook, Perry; Kamarotos, Dimitris",,1993,Japan
Synthesis from attractors,"Monro, Gordon",,1993,Japan
Towards a Chaotic Musical Instrument,"Degazio, Bruno",,1993,Japan
Timbre Breeding,"Horner, Andrew; Beauchamp, James; Packard, Norman",,1993,Japan
A New Software Package for Spectral Investigation and Analysis/Synthesis Using FFT and Sinusoidal Modelling Techniques,"Scallan, Chris; Stainsby, Thomas",,1993,Japan
Parameter Estimation of Non-Linear Physical Models by Simulated Evolution - Application to the Flute Model,"Vuori, Jarkko; Välimäki, Vesa",,1993,Japan
The Recognition and Editing System for Shakuhachi Score,"Matsushima, Toshiaki",,1993,Japan
Developing Jazz Improvisional Skills with the Use of Music Sequencing Software,"Thurmond, Dennis",,1993,Japan
DIEM Multi DSP Box for Live Performance,"Steffensen, Kim; Slipsager, Bjarne; Folmer, Mads; Brandorff, Steffen",,1993,Japan
A Real-Time Implementation of MPEG Audio Layer I Decoding on a Fixed-Point DSP Platform,"Hyun, Kwang Rip; Banerjea, Raja; Kim, Munchurl; Latchman, Haniph; Sudharsanan, Subramania I.",,1993,Japan
Experiments on Computerized Piano Accompaniment,"Igarashi, Shigeru; Tsuji, Takashi; Mizutani, Tetsuya; Haraguchi, Tsuyoshi",,1993,Japan
A Computer Accompaniment System with Independence,"Horiuchi, Yasuo; Tanaka, Hozumi",,1993,Japan
"Perceptual Parameters-Their Specification, Scoring and Control within Two Software Composition Systems","Oppenheim, Daniel V.; Anderson, Tim; Kirk, Ross",,1993,Japan
A High-Performance Dylan Implementation,"Bachrach, Jonathan",,1993,Japan
The Development of a Piano Player,"Hayashi, Eiji; Ishikawa, Tatsuya; Yamamoto, Kazuhiro; Yamane, Masami; Mori, Hajime",,1993,Japan
The Development of an Automatic Drum Playing Device,"Sekiguchi, Koichi; Amemiya, Ryoji; Kubota, Hiroshi; Yamane, Masami",,1993,Japan
The Development of an Automatic Bagpipe Playing Device,"Ohta, Hiroshisa; Akita, Hiroshi; Ohtami, Motomu; Ishikado, Satoshi; Yamane, Masami",,1993,Japan
On the Mechanism of ’Hypersonic Effect’,"Oohashi, Tsutomu; Nishina, Emi; Fuwamoto, Yoshitaka; Kawai, Norie",,1993,Japan
"Listening Simulations: Concepts, Design and an Application to Virtual Reality","Handelman, Eliot",,1993,Japan
A Knowledge Based System for Recognition and Transcription of XVIth Century Guitar Tablatures,"Derrien-Péden, Unknown ",,1993,Japan
An Implementation of a 3D Binaural Audio System within an Integrated Virtual Reality Environment,"Bidlack, Rick; Blaszczak, Dorota; Kendall, Gary",,1993,Japan
The IRCAM Signal Processign Workstation and IRCAM Max User Groups: Future Developments and Platforms,"Lippe, Cort; Puckette, Miller; Settel, Zack; Puig, Vincent",,1993,Japan
Granular Synthesis with Cmix and MAX,"Helmuth, Mara",,1993,Japan
The MAX Timeline Object,"Zicarelli, David; Lee, Michael",,1993,Japan
SeeMusic: A Tool for Music Visualization,"Mont-Reynaud, Bernard",,1993,Japan
"Demonstration of Concerto Accompanist, a Program for the Macintosh Computer","Weinstock, Frank",,1993,Japan
Real Time Sound Processing and Synthesis on Multiple DSPs Using the Music Kit and the Ariel Quint Processor,"Jaffe, David A.; Smith, Julius O.",,1993,Japan
Slappability: A New Metaphor for Human Computer Interaction,"Oppenheim, Daniel V.",,1993,Japan
The ’Blues-o-Matic’ Real-time Interactive Performance Model,"Garton, Brad; Horowitz, Damon",,1993,Japan
My View of the Future of Real-Time Computer Music,"Mathews, Max",,1992,USA
Extended Nonlinear Waveshaping Analysis/Synthesis Technique,"Beauchamp, James; Horner, Andrew",,1992,USA
Timescale Modification and Wavelet Representations,"Ellis, Daniel P. W.",,1992,USA
Additive Resynthesis of Sounds Using Continous Time-Frequency Analysis Techniques,"Guillemain, Philippe; Kronland-Martinet, Richard ",,1992,USA
A Sinusoidal Synthesis Algorithm for Generating Transitions Between Notes,"Holloway, Bryan; Haken, Lippold",,1992,USA
Wavetable and FM Matching Synthesis of Musical Instrument Tones,"Horner, Andrew; Beauchamp, James; Haken, Lippold",,1992,USA
The Musical Intrigue of Pole-Zero Pairs,"Massie, Dana C.; Stonick, Virginia L.",,1992,USA
Implementation of An Analysis/Synthesis System on a DSPG56001 for General Purpose Sound Processing,"Nieberle, Rupert C.; Warstat, Michael",,1992,USA
"Making Digital Filters Sound ""Analog""","Rossum, Dave",,1992,USA
Prototyping and Interpolation of Multiple Musical Timbres Using Principle Component-Based Synthesis,"Sandell, Gregory J.; Martens, William L.",,1992,USA
Modelling Ensemble Performance: Dynamic Just Intonation,"Ashley, Richard D.",,1992,USA
Can Computer Music Benefit from Cognitive Models of Rhythm Perception?,"Desain, Peter",,1992,USA
Toward Inductive Learning of Jazz Harmony Theory,"Hirata, Keiji; Aoyagi, Tatsuya",,1992,USA
Counterpoint Assistant,"Jones, David Evan",,1992,USA
Interactive Music Composer Based on Neural Networks,"Nishijima, Maskao; Watanabe, Kazuyuki",,1992,USA
More on Morphological Mutation Functions: Recent Techniques and Developments,"Polansky, Larry",,1992,USA
An AI Tool for the Analysis and Generation of Melodies,"Smith, Matt; Holland, Simon",,1992,USA
A Connectionist System for Exploring Melody Space,"Todd, Peter M.",,1992,USA
Music Technology as a Form of Parasite,"Zicarelli, David",,1992,USA
The Light Baton: A System for Conducting Computer Music Performance,"Bertini, Graziano; Carosi, Paolo",,1992,USA
Dynamical Modeling of the Grand Piano Action,"Gillespie, Brent",,1992,USA
The Continuum: A Continuous Music Keyboard,"Haken, Lippold; Abdullah, Radi; Smart, Mark",,1992,USA
Real Time Control of 3D Sound Space by Gesture,"Harada, Tsutomu; Sato, Akio; Hashimoto, Shuji; Ohteru, Sadamu",,1992,USA
A Programmable MIDI Instrument Controller Emulating a Hammer Dulcimer,"Marchany, Randy C.; Tront, Joseph G.",,1992,USA
A System for Computer Assisted Gestural Improvisation,"Tobenfeld, Emile",,1992,USA
A Program for the Reinterpretation of Musical Imput Structures,"Calzón, Miguel",,1992,USA
Stella: Persistent Score Representation in Common Music,"Taube, Heinrich",,1992,USA
"The SmOKE Music Representation, Description Language, and Interchange Format","Pope, Stephen Travis",,1992,USA
Computerized Recognition of Hand-Written Musical Notes,"Bulis, Alex; Almog, Roy; Gerner, Moti; Shimony, Uri",,1992,USA
A Visual Programming Environment for Music Notation,"Diener, Glendon R.",,1992,USA
Interactive Optical Music Recognition,"Fujinaga, Ichiro; Alphonce, Bo; Pennycook, Bruce; Diener, Glendon R.",,1992,USA
Computerized Japanese Traditional Music Processing System,"Matsushima, Toshiaki",,1992,USA
Recognition of Handwritten Music Notation,"Wolman, Amnon; Choi, James; Asgharzadeh, Shahab; Kahana, Jason",,1992,USA
RAMIT: Neural Network for Recognition of Musical Notes,"Yadid-Pecht, Orly; Brutman, Eliyahu; Dvir, Lior; Gerner, Moti; Shimony, Uri",,1992,USA
A Physical Model of Lips and Trumpet,"Depalle, Philippe; Rodet, Xavier",,1992,USA
Towards an Explanation of Shape of the Violin,"Krupowicz, Stanislaw; Skalmierski, Bodgan",,1992,USA
Real-Time Implementation Techniques for a Continuously Variable Digital Delay in Modeling Musical Instruments,"Laakso, Timo I.; Välimäki, Vesa; Karjalainen, Matti; Laine, Unto K.",,1992,USA
State Space Models for Wind-Instrument Synthesis,"Matignon, Denis; Depalle, Philippe; Rodet, Xavier",,1992,USA
A Dispersive Resonator in Real Time on MARS Workstation,"Paladin, Andrea; Rocchesso, Davide",,1992,USA
The Second-Order Digital Waveguide Oscillator,"Smith, Julius O.; Cook, Perry R.",,1992,USA
Implementation of a Variable Pick-Up Point on a Waveguide String Model with FM/AM Applications,"Van Duyne, Scott A.; Smith, Julius O.",,1992,USA
"Toward a Unification of Algorithmic Composition, Real-Time Software Synthesis, and Live Performance Interaction","Belet, Brian",,1992,USA
DKompose: A Package for Interactive Composition in the Max Environment Adpated to teh Acoustic MIDI Disklavier Piano,"Bolzinger, Simon",,1992,USA
Iconic Programming for HMSL,"Burk, Phil; Marsanyi, Robert",,1992,USA
Introduction to the Interactor Language,"Coniglio, Mark",,1992,USA
Real-Time Software Synthesis on Superscaler Architectures,"Dannenberg, Roger B.; Mercer, Clifford W.",,1992,USA
New Tools for Rapid Prototyping of Music Sound Synthesis Algorithms and Control Strategies,"Freed, Adrian",,1992,USA
Score Following in Practice,"Puckette, Miller; Lippe, Cort",,1992,USA
Parsing Real-Time Musical Imputs and Spontaneously Generating Musical Forms: Hierarchical Form Generator (HFG),"Rosenboom, David",,1992,USA
Improvisational Builder: Improvisation as Conversation,"Walker, William; Hebel, Kurt; Martirano, Salvatore; Scaletti, Carla",,1992,USA
Correlated Sound and Image in a Digital Medium,"Barger, Robin",,1992,USA
Computer Noh System,"Kusu, Koji; Ino, Masaoki; Shin, Donguk; Hashimoto, Shuji; Ohteru, Sadamu",,1992,USA
Realizing the Spacialization Processing of Dialogue Des L’ombre Double,"Sandroff, Howard",,1992,USA
Stochastic Music/Xenakis,"Serra, Marie Helene",,1992,USA
A Model for Musical Rhythm,"Bilmes, Jeff",,1992,USA
Symbolic and Sub-Symbolic Rules Systems for Real-Time Score Performance,"Bresin, Roberto; De Poli, Giovanni; Vidolin, Alvise",,1992,USA
"Expresso, a Strong and Small Editor for Expression","Honing, Henkjan",,1992,USA
Virtual Performance Modelling,"Garton, Brad",,1992,USA
Compositional Tools for Adding Expression to Music in DMIX,"Oppenheim, Daniel V.",,1992,USA
Intelligent Rhythm Tracking,"Rosenthal, David",,1992,USA
Livestep: Editing Step Quantized Music from Libraries of Live Performance,"Ruffcorn, Donald",,1992,USA
From Score to Unit Generator: A Hierarchical View of MIDAS,"Anderson, Tim; Hunt, Andy; Kirk, Ross; Mcgilly, Unknown; Orton, Richard; Watkinson, Sean",,1992,USA
Music Programming in Scheme,"Boynton, Lee Richard",,1992,USA
Tabula Vigilans,"Orton, Richard; Kirk, Ross",,1992,USA
MixNet: A Comprehensive Digital Audio Production System,"Otto, Peter; Bidlack, Rick; Master, Stephen",,1992,USA
Polymorphic Transformations in Kyma,"Scaletti, Carla",,1992,USA
Spatializer: From Room Acoustics to Virtual Acoustics,"Bloch, Georges; Assayag, Gérard; Warusfel, Olivier; Jullien, Jean-Pascal",,1992,USA
Loudness as a Cue in Distance Perception,"Chomyszyn, Jan",,1992,USA
Directional Sound Processing in Stereo Reproduction,"Kendall, Gary S.",,1992,USA
The Frox Digital Audio System,"Loy, Gareth; Freed, Daniel J.",,1992,USA
"The Making of ""Widlife"": Species of Interaction","Jaffe, David A.; Schloss, Andrew",,1992,USA
"A Meta-Wind-Instrument Physical Model, and a Meta-Controller for Real-Time Performance Control","Cook, Perry R.",,1992,USA
Connectionist Models for Real-Time Control of Synthesis and COmpositional Algorithms,"Lee, Michael; Wessel, David",,1992,USA
The International Digital Electro-Acoustic Music Archive,"Bauman, Marcia L.",,1992,USA
Making Music with Csound for the Macintosh,"Boulanger, Richard",,1992,USA
"Old World, New World, Third World Studios","Wyman, Daniel; Bräuninger, Jürgen",,1992,USA
The Activities of CRM (Centro Ricerche Musicali),"de Vitis, Alessandra",,1992,USA
The Constance J. Upchurch Studio for Electro-Acoustical Music,"Gabel, Gerald; Upchurch, Jay",,1992,USA
The Center for Computer Music Research and Composition,"Kuchera-Morin, JoAnn; Scott, Douglas",,1992,USA
Studio Reort from the KACOR Multimedia Lab,"Lunden, Peter; Rajka, Peter; Ungvary, Tamas",,1992,USA
"Studio Report: SUNY, Buffalo","Otto, Peter",,1992,USA
Musical Creation at Ateliers UPIC and CEMAMu,"Pape, Gerard; Raczinski, Jean-Michel; Marino, Gerard; Serra, Marie Helene",,1992,USA
The University of Texas Accelerando Project: An Update,"Pinkston, Russell",,1992,USA
iEAR Studios: Studio Report,"Povall, Richard M.",,1992,USA
"Studio Report: Compositional Studios, School of Music, University of Auckland, New Zealand","Rimmer, John; Elmsly, John",,1992,USA
"Center for Experiments in Art, Information and Technology (CEAIT): Studio Report","Rosenboom, David; Coniglio, Mark; Subotnick, Morton",,1992,USA
The STEIM Studio Report,"Ryan, Joel",,1992,USA
Studio Report: a New Icon Musical Notation System - TAL,"Shimony, Uri; Gerner, Moti; Markel, Shlomo",,1992,USA
CSound Version of the Klatt Speech Synthesizer: A University of California Davis Studio Report,"Slawson, Wayne",,1992,USA
Computer Music in China,"Ying, Yu",,1992,USA
MARS: RT20M/EDIT20-Development Tools and Graphical User Interface for Sound Generation Board,"Andrenacci, Paolo; Favreau, Emmanuel; Larosa, Unknown; Prestigiacomo, Angelo; Rosati, Claudio; Sapir, Silvyane",,1992,USA
MARS: DSP Environment and Applications,"Paladin, Andrea; Favreau, Emmanuel; Armani, Fabio; Bizzarri, Lorenza",,1992,USA
MARS: The X20 Device and SM100 Board,"Cavaliere, Sergio; Di Giugno, Giuseppe; Guarino, Eugenio",,1992,USA
MARS: Musical Applications,"Palmieri, Giuliano; Sapir, Silbyane",,1992,USA
Electroacoustic Scoring with Phase-Vocoding Instruments Using the E-Scape Composition System,"Anderson, Tim M.; Kirk, Ross",,1992,USA
MAX + UniSon - Interactive Control of a Digital Signal Multiprocessor,"Bates, John A.",,1992,USA
Dynamic Models for Musical Interaction in Virtual Reality,"Beyls, Peter",,1992,USA
Virtual Mutant Theremin,"Bolas, Mark; Stone, Phil",,1992,USA
Resource Utilisation for a Real-Time Instrument Design Language,"Marks, Miles A.; Briggs, Nicolas L.",,1992,USA
Viewpoints on the History of Digital Synthesis,"Smith, Julius Orion",,1991,Canada
A New Chant Synthesizer in C and Its Control Environment in PATCHWORK,"Barriére, Jean-Baptiste; Iovino, Francisco; Laurson, Mikael",,1991,Canada
"The Integration of Real-Time Synthesis into HMSL, the Hierarchical Music Specification Language","Burk, Phil",,1991,Canada
Control Mechanisms into the MOSAIC Synthesis Program,"Morrison, Joseph Derek",,1991,Canada
MUSIC30 - SCORE30,"Dashow, James",,1991,Canada
A High-Level System for Music Composition,"Camurri, Antonio; Canepa, Corrado; Frixione, Marcello; Innocenti, Carlo; Massucco, Claudio; Zaccaria, Renato",,1991,Canada
"Live Interactive Intelligent Computer Music: Notes on Pieces Done in HMSL, 1984-91","Polansky, Larry",,1991,Canada
An Algorithmic Approach to Composition based on Dynamic Hierarchical Assembly,"Punch, William F.; Sullivan, Mark; Koehler, Robert",,1991,Canada
Computer-Graphic Tools for Music Analysis,"Brinkman, Alexander R.; Mesiti, Martha R.",,1991,Canada
Computer Analysis of Surface Details in Tonal Music,"Ficici, Sevan G.",,1991,Canada
Harmonizing Music as a Discipline in Constraint Logic Programming,"Tsang, Unknown; Aitken, Unknown",,1991,Canada
Automated Linguistic Analysis of Musical Compositions,"Joy, John",,1991,Canada
Optical Music Recognition: Progress Report,"Fujinaga, Ichiro; Alphonce, Bo; Pennycook, Bruce; Hogan, Kharim",,1991,Canada
"Studio Report: Electroacoustic and Computer Studio at City University, London","Emmerson, Simon",,1991,Canada
"Studio Report: Computer Music Dept of CNUCE/CNR, Pisa, Italy","Tarabella, Leonello; Bertini, Graziano",,1991,Canada
GRM Report,"Vinet, Hugues; Teruggi, Daniel",,1991,Canada
A Wavelet Based Sinusoid Model of Sound for Auditory Signal Separation,"Ellis, Daniel P. W.; Vercoe, Barry L.",,1991,Canada
Sound Explorer: A Workbench for Investigating Source Separation,"Mellinger, David K.; Mont-Reynaud, Bernard M.",,1991,Canada
Method for Automatic Evaluation of Timbre and Fluctuation of Pipe Organ Sounds,"Sasso, Massimo Dal; Debiassi, Giovanni B.; Spagiari, Giovanni",,1991,Canada
A Library of Orchestral Instrument Spectra,"Sandell, Gregory J.",,1991,Canada
Sound-Models: The Representation of Knowledge about Sound-Synthesis in the CPL Environment,"Lunden, Peter",,1991,Canada
A Phase Vocoder Graphical Interface for Timbral Manipulation of Cellular Automata and Fractal Landscape Mappings,"Katrami, Anna; Kirk, Ross; Myatt, Unknown",,1991,Canada
Interactive Music Composition with a Minimum of Input States,"Shuttleworth, Justin R.",,1991,Canada
"PAT-PROC: An Interactive, Pattern-Process, Algorithmic Composition Program","Winsor, Phil",,1991,Canada
A Multiprocessor DSP System for Real-Time Interactive Sound Processing and Synthesis,"Bate, John A.",,1991,Canada
Additive Synthesis and Resynthesis: A Tentatively Objective Evaluation,"Bélanger, Louis N.",,1991,Canada
A MIDI Foot Controller-The Podoboard,"Johnstone, Eric",,1991,Canada
Parametric Spectrumization,"Parent, Nil",,1991,Canada
Who's Playing - The Computer's Role in Musical Performance,"Belkin, Alan",,1991,Canada
"Computers and Live Electronic Music: Some Solutions, Many Problems","Emmerson, Simon",,1991,Canada
Composing the Output Interface,"Garton, Brad; Helmuth, Mara",,1991,Canada
Tempo Curves Considered Harmful,"Desain, Peter; Honing, Henkjan",,1991,Canada
A Development Environment for String Hyperinstruments,"Chung, Joseph T.",,1991,Canada
MIT-Media Lab,"Gershenfeld, Neil",,1991,Canada
Using State-of-the-Art Technologies to Investigate the Cognitive Mapping of Musical Intention to Performance,"Norris, Mary Ann",,1991,Canada
A Platform for Real-Time Perceptually-Based Audio Data Reduction,"Maglione, Tom; Vercoe, Barry",,1991,Canada
Non Linear Periodic Prediction for On-Line Identification of Oscillator Characteristics in Woodwind Instruments,"Cook, Perry R.",,1991,Canada
"SVP: A Modular System for Analysis, Processing and Synthesis of Sound Signals","Depalle, Philippe; Poirot, Gilles",,1991,Canada
Musical Applications of a Cellular Automata Workstation,"Orton, Richard; Hunt, Andy; Kirk, Ross",,1991,Canada
The Cro-Magnon Advanced Additive Analysis/Synthesis System,"Hill, Ralph David",,1991,Canada
"In, Out, But Not Thru: The Current State of Electro-Acoustic Music Education in Canada","Wraggett, Wes R.D.",,1991,Canada
The Computer-Assisted Music Classroom: A Catalyst for Creativity,"Mahin, Bruce P.",,1991,Canada
Commonalities in the Time-Based Arts: A New Approach to the Teaching and Practice of the Electronic Arts,"Povall, Richard; Rolnick, Neil B.",,1991,Canada
Understanding Music with AI,"Laske, Otto E.",,1991,Canada
Has Structure Any Meaning in Computer Music?,"Lunell, Hans",,1991,Canada
"Found Sound, Found Structure Summary","Harris, Craig",,1991,Canada
Why Simulate When We Can Get The Real Thing?,"Richard, Dominique M.",,1991,Canada
The Relevance of Beating Partials for Musical Intonation,"Keislar, Douglas F.",,1991,Canada
The Musical Expectations of Self-Organizing Neural Networks,"Page, Michael",,1991,Canada
A Psychoacoustical Model for Tonal Composition,"Parncutt, Richard",,1991,Canada
Audification: The Use of Sound to Display Multivariate Data,"Kramer, Gregory; Ellison, Stephen",,1991,Canada
"Sine Circuitu: 10,000 high quality sine waves without detours","Jansen, Cor",,1991,Canada
An Expandable Real-Time Transputer Sound Generator,"Parash, Avi; Shimony, Uri",,1991,Canada
T-MAX: a parallel processing development system for MAX,"Pennycook, Bruce; Lea, Chris",,1991,Canada
Morphological Mutation Functions: Applications to Motivic Transformation and a New Class of Cross-Synthesis Techniques,"Polansky, Larry; McKinney, Martin",,1991,Canada
The Composer’s Toolbox,"Hallstrom, Jonathan; Skrien, Dale",,1991,Canada
A Formal Composition System Based on the Theory of Time Trees,"Arcela, Aluizio; Ramalho, Gerber",,1991,Canada
A Self-Critical Composition Algorithm,"Rowe, Robert",,1991,Canada
Self-organizing Control Sturctures Using Multiple Cellular Automata,"Beyls, Peter Evarist",,1991,Canada
How to Feed Musical Gestures into Compositions,"Mahling, Andreas",,1991,Canada
A Meta-level Architecture for the Analysis of Jazz Chord Sequences,"Pachet, Francois",,1991,Canada
"A Fuzzy-Set-Theoretic Frame Work Towards Computer Generation of ""AALAP"", Patterns in Hindustani Music","Chelpa, Lingam M.",,1991,Canada
Real-Time Neural Network Processing of Gestural and Acoustic Signals,"Lee, Michael; Freed, Adrian; Wessel, David",,1991,Canada
SHADOW: An Object-Oriented Performance System for the DMIX Environment,"Oppenheim, Daniel V.",,1991,Canada
Representing Knowledge Used by Jazz Muscians,"Pachet, Francois",,1991,Canada
Singing and Playing Music in Virtual Space,"Sato, Akio; Harada, Tsutomu; Hashimoto, Shuji; Ohteru, Sadamu",,1991,Canada
Transmission-Line Modeling and Real-Time Synthesis of String and Wind Instruments,"Karjalainen, Matti; Laine, Unto K.; Laakso, Timo; Valimaki, Vesa",,1991,Canada
TBone: An Interactive WaveGuide Brass Instrument Synthesis Workbench for the NeXT Machine,"Cook, Perry R.",,1991,Canada
Digital Waveguide Modelling of Reed Woodwinds: An Interactive Development,"Hirschman, Suzanne; Cook, Perry R.; Smith, Julius O.",,1991,Canada
Waveguide Simulation of Non-Cylindrical Acoustic Tubes,"Smith, Julius O.",,1991,Canada
"The Script for ""Poème Electronique"": Traces from a Pioneer","Stimson, Ann",,1991,Canada
"The Alternators of the Telharmonium, 1906","Weidenaar, Reynold",,1991,Canada
A New Digital System for Singing Synthesis Allowing Expressive Control,"Carlsson, Gunilla; Termstrom, Sten; Sundberg, Johan; Ungvary, Tamas",,1991,Canada
LECTOR: An Ecclesiastical Latin Control Language for the SPASM/singer Instrument,"Cook, Perry R.",,1991,Canada
Deriving a Quarter-Tone Harmonic Language Using Harmonic Spectra and their Formant Regions as a Model for Chord Voicings,"Smith, Ronald B.",,1991,Canada
The Architecture of a Musical Composition System Based on Constraint Resolution and Graph Rewriting,"Desainte-Catherine, Myriam",,1991,Canada
A Tool for Manipulating Expressive and Structural Hierarchies in Music,"Pope, Stephen Travis",,1991,Canada
A Theory of Poetry as Music and Its Exploration through a Computer Aid to Composition,"Lerdahl, Fred; Chabot, Xavier",,1991,Canada
Strange Attractors: A Virtual Instrument Algorithm for Acoustic Instruments,"Beck, Stephen David",,1991,Canada
Questions About Interactive Computer Performance as a Resource for Music Composition and Probelms of Musicality,"Zahler, Noel",,1991,Canada
The Artificially Intelligent Computer Performer and Parallel Processing,"Baird, Bridget",,1991,Canada
Improvisation with Highly Interactive Real-Time Performance Systems,"Wessel, David",,1991,Canada
Generalized Time Functions,"Desain, Peter; Honing, Henkjan",,1991,Canada
Further Experiments with Non-linear Dynamic Systems: Composition and Digital Synthesis,"Di Scipio, Agostino",,1991,Canada
An Analysis-by-Synthesis Approach to Sinusoidal Modeling Applied to the Analysis and Synthesis of Musical Tones,"George, E. Bryan; Smith, Mark J. T.",,1991,Canada
Implementation of the KL Synthesis Algorithm Under Real-Time Control,"Weeks, W. Brent; Schloss, W. Andrew; Kirlin, R. Lynn",,1991,Canada
"Automatic Composition, Connectionism, and Musiconomy","Loy, Gareth",,1991,Canada
MAXGEN: A graphical MAX object for the generation and editing of complex continuous control functions,"Piché, Jean; DesMeules, Stéphane",,1991,Canada
Some Applications of Time Theory to Computer Music Design,"Pressing, Jeff",,1991,Canada
Towards a Better Software-Design for Supporting Creative Musical Activity (CMA),"Oppenheim, Daniel V.",,1991,Canada
CNMAT Studio Report,"Delehanty, Leslie; Garnett, Guy E.",,1991,Canada
LIPM Studio Report,"Kropfl, Francisco",,1991,Canada
"Studio Report: University of York, England","Malha, Dave; Orton, Richard; Hunt, Andy; Kirk, Ross",,1991,Canada
Phase 1 de l’implantation d’un centre d’accèss multi-média à PRIM,"Roy, Myke",,1991,Canada
MAX Objects for Media Integration,"Freed, Adrian; Wessel, David; Zicarelli, David",,1991,Canada
CASCADES: Interactive Algorithmic Performance,"Logemann, George W.",,1991,Canada
The Expanded Instrument System (EIS),"Oliveros, Pauline",,1991,Canada
Hierarchical Real Time Interapplication Communications,"Orlarey, Yann",,1991,Canada
A Geometric-Concordance Device for Sound Synthesis,"Brandão, Marcio C. P.; Nascimento, Ricardo S. R.",,1991,Canada
Graphical Control of Granular Synthesis using Cellular Automata and the Freehand Program,"Orton, Richard; Hunt, Andy; Kirk, Ross",,1991,Canada
The Arugula Computer-Music Score Editor,"Maverick, Vance",,1991,Canada
Using Self-Similiarity for Sound/Music Synthesis,"Yadegari, Shahrokh David",,1991,Canada
The Resource - Instance Model of Music Representation,"Dannenberg, Roger B.; Rubine, Dean; Neuendorffer, Tom",,1991,Canada
Sound Base: Phonetic Searching in Sound Archives,"de Koning, Kees; Oates, Shaun",,1991,Canada
An Intelligent Music Repository,"Eaglestone, Barry M.; Verschoor, Albert",,1991,Canada
Organization of Sounds with Neural Nets,"Feiten, Bernhard; Frank, Roland; Ungvary, Tamas",,1991,Canada
Recent Musical Creation at IRCAM,"Battier, Marc",,1991,Canada
Studio Report: LIEM CDMC,"Nunez, Adolfo; Cester, Carlos",,1991,Canada
Computer Based Experimental Research in Music Perception and Cognition at the CMR-FSU,"Taylor, Jack A.",,1991,Canada
CEDS TO GROW A CAT: A Progress/Studio Report,"Zahler, Noel",,1991,Canada
The Design of a C++ Library for MIDI Applications,"Punch, William F.; Sepesi, Greg",,1991,Canada
A Real-Time MIDI Composer and Interactive Improviser by Means of Feedback Systems,"Jorda, Sergi",,1991,Canada
Progress in the Application of 3-Dimensional Ambisonic Sound Systems to Computer Music,"Malham, Dave; Orton, Richard",,1991,Canada
A Performance Instrument for Lighting,"Demers, Louis-Philippe",,1991,Canada
Mapping Complex Systems Using Granular Synthesis,"Hamman, Michael",,1991,Canada
Genetic Algorithms and Computer-Assisted Music Composition,"Horner, Andrew; Goldberg, David E.",,1991,Canada
Applications of the Wavelet Transform at the Level of Pitch Contour,"Kussmaul, Clifton",,1991,Canada
Composition with Time-Shifted Environmental Sound Using a Real-Time Granulation Technique,"Truax, Barry",,1991,Canada
Patenting Your Computer Music Algorithms in the U.S.,"Miele, Anthony L.",,1991,Canada
Recent Changes in Computer and Electronic Music Subject Headings at the Library of Congress,"Davis, Deta S.",,1991,Canada
The International Digital Electroacoustic Music Archive,"Bauman, Marcia L.; Diener, Glendon R.; Mathews, Max",,1991,Canada
Lightweight Classes without Programming,"Scaletti, Carla",,1991,Canada
A Framework for Developing Signal Processing and Synthesis Algorithms for the Motorola 56001,"Hebel, Kurt J.",,1991,Canada
"Proportional Recursive Stochastic Compositon Using COMP2, a Smalltalk-80 Composition Program with the Kyma Digital Synthesis System","Belet, Brian",,1991,Canada
More Thorough Stochastic Music,"Xenakis, Iannis",,1991,Canada
Musical and Extra-Musical Applications of the NeXT Music Kit,"Jaffe, David A.",,1991,Canada
Parallel Transform Method for Lossless Compression on Analog Data,"Crandell, Richard; Minnick, Michael",,1991,Canada
"A Fast Communication-Interface to the CAMP-DSP-Subsystem for general purpose Sound-Synthesis, Analysis and Processing","Nieberle, Rupert C.",,1991,Canada
Musical Performance Using the IRCAM Workstations,"Lippe, Cort; Puckette, Miller",,1991,Canada
Practical Aspects of a MIDI Conducting System,"Dannenberg, Roger B.; Bookstein, Kenneth",,1991,Canada
The MIDI Baton III,"Keane, David; Wood, Kevin",,1991,Canada
Interactive Signal Processing for Acoustic Instruments,"Winkler, Todd",,1991,Canada
Space at Performer’s Fingertips,"Ménard, Philippe",,1991,Canada
Musical Analysis of Computer Music with Sonagrams,"Brech, Martha",,1991,Canada
"""MacSonogram"": a Programme to Produce Large Scale Sonograms for Musical Purposes","Lunden, Peter; Ungvary, Tamas",,1991,Canada
Fundamental Frequency Estimation Using a New Harmonic Matching Method,"Rodet, Xavier; Doval, Boris",,1991,Canada
The Criterion of Data Complexity in Rhythm Recognition,"Tanguiane, Andranick",,1991,Canada
Patchmix and StochGran: Two Graphical Interfaces,"Helmuth, Mara",,1991,Canada
New UPIC System Demonstration,"Raczinski, Jean-Michel",,1991,Canada
BESSIE: A Real Time Interactive Computer Tutorial on Frequency Modulation Synthesis for the NeXT Computer,"Holland, Anthony G.",,1991,Canada
Creation of MIDI Files for Acoustical Experiment Using the TX81Z,"Pitre, Alain",,1991,Canada
MIDI Generation of Sound Morphologies,"de Laubier, Serge; Teruggi, Daniel",,1991,Canada
